RMSE,MAE,R2,MAPE_%,sMAPE_%,WAPE_%
1367840.1204164226,133162.83637728743,0.15262296553972554,195962282281.62656,104.11504656380335,87.76180271344816
1963816.7352102767,152483.10833968723,0.1724078837866472,170001371956.6257,104.20062274866191,87.31386716066523
2050475.328333091,159166.0821741413,-0.22976255316008135,184832791688.65076,104.2458750419585,92.36185267411483
2823969.572616017,204842.52231352602,-0.1166674594863191,224964183791.85446,105.55405443991503,92.72332250699006
1281675.6041999054,131014.01227242526,0.1958596415394326,173337711724.27078,104.80997627341782,87.19490262240072
1283650.1281711766,127478.05667861487,0.20568458050683056,144389805016.7692,104.47801988875517,86.61041993252908
1150573.4299921393,117480.4179478965,0.21400515991257327,38653836874.64486,104.2549702722693,87.47449451753053
1837672.0843350142,135110.07085644518,0.19318734363310228,115039319374.28947,104.08159279570715,89.04685908201412
1875507.6796625294,147311.97828154356,-0.05721894615765838,8102162997.316306,105.36454658215585,92.36784555009945
2077740.6234683248,150682.3731282284,-0.02194717536670876,38048542423.02983,104.33232499961834,91.95007043432317
1853724.9572269302,156561.84469543662,-0.004657673585244854,249006452592.4789,104.71915802970244,91.09039630559425
2735771.479225066,164049.22216467396,-0.5801698314061154,116469566899.35083,104.63191064242609,99.10726248027937
1861620.1012228876,131404.96409658674,0.23606108112839969,9220336625.31887,104.71314498184009,85.55304862224325
2306834.372883151,148076.88996266693,-0.2174142729693587,116843236125.97365,104.42712796729857,95.8082485890057
2107410.3709679362,157296.84978565792,-0.29081010041667943,14078541512.371061,105.50910475032413,92.45983718992497
3146535.502909955,202717.62591108988,-0.811275460525299,368274826301.71173,103.809434148976,105.55084499979671
2282799.4376766016,149359.20768054953,-0.19569069440299225,64584881675.89861,103.8154312717766,96.16778654674287
1681810.1831949162,132943.0352523452,-0.0745705914259053,10917146293.922201,103.7133330899589,89.24673386506834
2665839.9486322775,202987.2374473121,-0.028189186478048744,224174407354.83533,105.90061538970633,93.04831692719092
1919010.5551842437,152618.903239814,-0.01733970114566319,87830379721.2395,105.18656566167391,90.10437970057784
1575542.8030464044,125814.71502484157,0.15918853051248974,164653374039.6167,104.87976762917259,87.53297044899341
1594336.5192726655,121545.9714101335,0.13586856011517545,123526638159.95615,104.94868543761909,92.41894452316792
2312005.2636185926,158087.83478192386,0.0437422122418234,57865606123.5457,104.58148695661252,89.72264455270398
1703690.396748236,130569.09448871014,-0.14889652549855498,40270332552.068405,104.38608036925986,94.19117432773652
2483125.326825836,167904.20712302427,0.14703105576165232,9203282938.979786,105.79162107745985,88.70476939248161
2297184.1888873796,162987.80805787857,-0.10926167559461072,283770123927.70703,104.47251447733235,91.67939672345636
1693582.027415513,148409.90111079192,-0.022639587124858557,58069410058.1614,104.30967069480153,90.30581476846655
1360899.628276926,130010.64325720674,0.16890815643261553,191247764721.61227,104.94697532796408,89.41700698245414
1358318.2347210478,142638.0632642073,0.15143385159611705,41028578208.0632,105.00209455772823,88.50465587265799
1689469.4908704595,130211.44268074041,0.10525558080394207,227695228406.256,104.48816007363885,90.42285779678937
1677948.138097438,140362.32298178505,-0.08831625629125961,28804470544.183094,104.25347499869432,92.66464284667822
2283359.6948353266,151045.64795623298,-0.12011479254719776,113317971667.09404,104.10786219007232,92.80050032080831
1694340.8396443888,137344.30906830585,0.1722661311301643,65495282727.27518,105.5788993828188,86.31668593495723
2052686.5190577563,157545.5138120417,0.11903125974035789,120249402360.29475,103.40142346609561,86.10494942083821
1919057.9011091243,163349.53840361652,-0.0036342219408381227,257105681298.60828,105.6143207202867,91.77908804795536
1556123.9374327445,166676.69376802893,0.1812710777772204,120852382522.969,103.93291304134883,87.78207514516774
2009636.2168771678,147155.7988819739,-0.32718967009331257,36121422809.81834,105.42707372079298,94.02911353047544
2252208.1923954114,177889.7639161535,-0.18528231143204774,60178472481.413864,103.99211877951508,94.32718439026215
2081604.9890474519,140744.04925804626,-0.2338797061169088,127941777651.30069,103.40436811149378,94.07178468869225
1805631.5042754172,158169.1285059809,0.03602852361653053,10451426026.691471,104.45949474657355,87.3984189073853
1849068.859561871,148803.95783620077,-0.06788117065011454,223051023272.3373,104.52222853468568,93.1658049617218
2337039.304353677,162070.50856857418,0.009765468936285465,57836340242.38396,105.64530220306202,92.10686937150768
2277092.3320296924,144937.18207625882,-0.19708966091612512,99427334687.66826,104.82507155548745,95.9297610045914
2336218.2290436057,161708.59781746275,0.028043581400812145,390739251277.7214,105.3084062108062,89.35792182639783
2410136.402232385,174409.02772194459,-0.1667268791457486,83343758795.75414,105.04128191258415,96.36285974179424
1166207.8704417082,109992.08162673793,0.18499916919709544,253195605516.42615,104.12275044099786,87.39724540185354
1632183.2209212747,135897.7182354419,0.17280360056206298,47424856868.57346,104.85284340031968,86.4342315296883
2128106.7868529554,161049.3472756194,-0.009741147251202231,55121134452.322395,105.0622227268438,91.41731008482806
1827619.8217790166,149271.77420610614,-0.057263133145439654,12047899181.581331,105.59613982144191,91.55277335741856
1143475.3381391913,110148.21123922901,0.16106483106710343,177659370629.6096,104.76332479225483,88.07088090598512
1849563.5704370227,163227.34014213987,-0.019523146550908393,249548255398.74622,104.74429066460007,92.1427726535054
2582977.6948533626,172912.99340311758,-0.22947263276838273,38431508965.24376,105.49221845591241,94.30058502631104
2569006.5990212355,173803.09296819076,-0.09762659704011054,221623702355.9278,104.75315900754774,94.76806207213495
2188532.4601984145,148345.16274138895,0.19850828476966184,342594297733.4755,104.59614842727511,87.86090800086991
2723823.436744577,182009.77007681556,-0.05668284553365624,116200399754.43669,104.61268823908208,94.01580148312743
2205669.6607005196,167097.72023775347,-0.012689909920654052,19404112132.228943,104.25502805398608,93.25567903524163
1772042.0949020209,144762.29311294772,-0.013351163235306662,148665090782.74518,104.42788317673278,87.9136440471434
1686613.5186798852,146522.44947267228,0.2036331309000471,231681438873.65598,105.56802231658891,88.21583776114066
1109796.5112736556,104732.51805194389,0.23499926269835883,234217326069.35565,104.531291265291,83.47990674352157
1281273.2832700585,122770.0734725034,0.19078379742486304,251025737723.36447,103.99148824467325,85.85436623517889
2098444.1624395787,163247.27818706987,0.1784877199266343,3798674911.590058,104.77012895394218,84.67665612517513
2383423.8829084067,167856.93079838404,-0.0870559539758482,148191466945.79697,104.64935000005545,92.9406203354068
1845116.3760945094,161855.0711586268,0.048967314610841944,137536945223.5272,104.71354518656109,88.30792568304024
1173966.0238373291,120850.44572532682,0.17605170493542383,122300659913.01283,104.18909700549031,86.698158852092
1574873.3467360511,128962.90758277859,0.21746892147870303,332810796454.03516,103.98382538227276,87.04519843349503
1999864.7822191208,137965.20432990935,-0.44499390566524955,129520646146.29094,105.52845005922873,96.22949894428346
1645775.5634417569,128429.46868433151,-0.04174600807664594,29028890224.833603,104.80851718120523,89.69870356628769
1602444.8354505321,141659.52535053334,0.23745946449511685,40190169570.3345,104.39123474912803,86.90517958517559
1830233.384238055,151134.85416712883,-0.09027563517658191,113058867967.88464,104.16219612445286,92.21598166715151
1964002.287983714,136202.2227802755,-0.05844669707941971,34353184185.217106,104.94952475776415,93.08302431164651
2552295.6716991803,178012.30361301545,-0.047405181008921604,34397124406.86301,104.26359009493872,91.83132706020726
1903653.8125274049,137520.45048407913,0.021828024725455114,42654629939.496124,105.24104117548637,90.63919305856054
2083680.5588290612,162517.98153821123,-0.031163662268847897,129459424840.79428,105.17181881818462,93.28427324731696
2242050.011347065,144252.91148076276,-0.21442624766725568,114869635130.03607,104.56870635716965,95.57122971464956
2364224.3681035107,170631.21781897199,0.052668418073927525,145609857272.5863,104.87300581849647,89.46282249817533
1956815.3278501807,145145.76821776,-0.04272927259331416,149100478284.11758,104.40848889218253,91.10260165842597
1738386.6427469556,154432.58622400393,0.2509587250301607,119246086598.78969,104.08462912880981,84.69611380330848
2475324.8305284455,183656.09435757244,0.02395701773997988,226737608143.67282,104.85987388210786,91.42921136564368
2224715.4371464094,159606.58507343457,0.0558943235770511,117767808764.51207,104.62870119428568,90.28602858802375
1841050.3134616455,154809.91708405007,-0.05390136296285594,41260379152.395,104.83329477602013,90.82085829969051
1460945.162635003,147139.39199246507,0.21137691761064537,222767179610.60635,105.01495697592175,87.31129174126697
1241936.6160253175,120358.97681762248,0.12898928016004596,37741832256.77712,104.83123303592913,87.9665978853297
2720878.8990734294,181078.4118957955,-0.034554903148271865,141216151316.38965,104.617423256372,94.740559135918
1340790.705056473,143867.16479376267,0.18577520075108983,2619880098.1120977,105.87310699721995,87.31451516950014
1931754.9186262647,125961.83426787722,-0.3944745184440425,62418721762.456955,104.98063485757788,93.13476325813167
1701881.6392083343,134408.73020161083,0.17609709005719013,44461331713.260056,105.50604434686409,86.06193576672129
1218421.7509757355,120825.68019410723,0.12950143727246768,158370163100.54318,104.96826292832554,90.12105855394854
2103252.0547213685,146662.23268848023,-0.37867351952722533,190081712299.51166,104.54691252780522,96.53949631199403
1932937.678314712,141979.5094599459,-0.0652568609473223,126760003803.86641,105.13606087410611,93.73009246863239
1895995.8739944636,121796.03392648276,-0.06418798515759624,177522407528.42157,103.38441206806297,91.32117125151905
1622390.5630741385,127780.92201720129,-0.20360467182907083,36996229711.18809,104.28072936972194,93.85964888806102
1586977.5196731947,131538.67136349482,0.22751880274215364,38690692455.24973,104.88862428484705,84.82666577788378
2550209.32062087,169559.59371627125,0.025647427211587887,141421252286.39676,103.70601711243313,91.69771019857886
1750390.115135458,146909.13770799758,-0.007558916504744662,122399760461.86884,105.77146078029715,89.3410334232699
2420948.8084481223,181283.4624694524,0.03950539590062915,249679891851.39566,104.01985948886802,91.95390353776153
1057458.837500671,101620.53603889377,0.09858533714224696,283472916706.8932,104.51270344284255,90.84557745934248
2305701.2375437412,152877.3224245814,-0.01663710050788686,189426933935.2975,104.38075462335644,93.85494525468602
1338870.277678612,135127.4173173277,0.2345336031774777,13882758905.31498,104.19893364202638,84.04505838768358
1787036.6490719696,149636.17768219637,0.058625363015505166,235410969680.6429,105.2356617262879,88.71726598036197
1712472.5604446838,130100.6022080647,-0.09025424354192735,164263327138.34976,104.07955929863765,90.3452490795038
2065066.729274512,154279.6625156231,0.03646329352996769,147909260531.852,104.48934040760086,89.65317279044993
1955355.7368414174,146064.59065850024,0.21346987719207008,14133169867.023434,105.34675115822293,88.4857077931282
2344427.9265387566,138834.39688305467,0.07933057190812817,386032790004.03577,103.95714752800475,90.07383593671936
2459698.988415152,160175.8611022571,-0.07907820218487605,263141487040.94226,104.84567894577839,92.54772456169623
2078748.6657055481,143995.71248012915,-0.2663075761473234,171358626045.93967,106.17409932851974,93.2852703551581
1650420.4727127189,132821.91862476186,0.17371731348962136,247670645078.72327,104.84683413997429,87.95055510787861
1896299.5423182745,127047.61416091456,0.1387106521823891,177042524778.2397,105.17593117806298,89.06784250305904
2328592.518074153,163166.39222144717,-0.20729194970567544,127469490737.93633,104.58779019525406,96.25855404987172
2253604.9385614353,148497.31267639314,0.03838537582285756,286487544653.77545,104.3991374721456,89.60777636299656
2601599.2244275585,195383.18985561922,-0.03743768077348564,336764722894.94965,105.20309070282693,90.10997947718033
1760682.4712802211,115815.1717389546,0.1832202845363964,66223507953.17519,105.13807980325706,87.30477694762322
2545058.1013557683,166999.8272081051,-0.30655525821981,8582450069.741457,107.14578053768892,97.20532864178608
2176517.199386755,172644.48154489734,0.04072896106948565,444656024511.5827,104.8640970448065,90.67903881863738
1746994.343822423,144551.46367382153,-0.05429727023151043,16870569198.372803,104.55984990331092,88.527084913556
2324129.035955151,160140.10375726735,-0.21634719660185522,118193056077.00142,104.70311960272188,95.39273654352176
1696029.5034442833,115716.29507113699,-0.08598826850822974,338176653374.27856,105.47284660778364,91.36401088365228
1955393.4646747785,151326.2929096974,0.2698899842455542,119896728204.86815,104.33532582448316,85.85979069900485
1509548.7359589795,124660.210664588,0.19909944511494077,55743761929.544525,103.6352578163631,86.28249328934528
2153560.641066753,166655.14400534038,0.11137807543656725,143733408294.8599,104.33154046655977,85.26166499473953
1779139.4201013464,129546.66312038359,0.29467018897254993,208174586638.39377,104.8103362617098,84.37069814678243
2569263.0078559835,172368.19883453968,0.02737570087293531,41199910177.99441,103.84585535856101,91.72922123758534
1583276.6535941032,128959.2433373284,0.22374063999423188,9923987971.933376,104.3099023161706,85.87839514558932
1413898.6355462722,133055.32087214943,0.1368714466642907,8344137994.428683,104.94043873741636,88.99613968117545
2149180.4948079344,142503.91485143377,0.029120732107995706,147740057724.57504,104.50492063852758,90.36555948151744
1629395.7359733677,125650.70372969814,-0.04057057464001154,142581091380.07437,104.02802797912199,89.09037095615963
1415193.9415608486,117189.25321688231,0.2755175059689394,59061990269.25378,105.42570479244294,84.62894522229263
2795569.81513729,183206.52421932944,-0.20865644752995535,267892302098.3378,105.17980946316013,97.81229454268282
2085880.893408498,153106.1242299252,-0.24760750540097973,61079487636.75817,105.35340690690096,92.01848283036071
2029773.5584601902,141817.64670866163,-0.24089065872990933,115649850360.25755,104.3549124321415,90.70558469622344
1691848.693087542,144564.7441203523,-0.07548171459512037,499337761887.5574,104.84980325348573,92.3617253795557
2259242.8019321747,139756.19797516815,-0.10115978085086169,4168223219.2558537,104.83666231344694,93.59797685851696
2590481.2741117044,175549.69310327448,0.08670964877054249,126609061831.05756,104.80387546657937,87.73053112177548
1261699.400009247,130022.40740899048,0.22762483890505156,144187776299.59955,104.48617874359037,86.26849816682561
1677816.0510939532,132048.3509601475,-0.1057511165175451,144640537648.68518,103.60235158833149,90.092548655918
1707910.765343742,137232.50397235813,-0.09227347672510838,6472951595.142963,104.78344389110222,90.29943604748459
2373036.1364198057,150268.22778087604,0.21254946600286614,144940380463.6784,103.24839199588658,86.40006818203695
1345549.6459011787,125594.47900037136,0.13933015247496774,12038996907.211905,105.12673672355385,89.5910543040694
1727831.7186798663,132837.4311985457,-0.1418476262542042,31784210043.072395,105.31646265029534,96.24685337624521
3208070.7517827847,201566.63825978548,-0.4805946619664536,140339437568.08057,103.41092061649466,106.24274529781236
2509758.931836476,175156.61775583716,0.10314060891554608,10776230418.493975,104.76359818627398,91.78792313988956
1285774.9184639917,122015.36453743532,0.2325588795621807,112883740448.87062,105.08123296709594,84.61760928621662
2234744.667947122,146300.90797682697,0.017274462844313138,29183601405.817623,105.08690666052361,92.38470347652186
2283931.826787559,166322.32730264333,0.10293257909890383,252181646343.91135,105.19716886701224,87.63335328421834
2287541.8197573232,167239.65351320844,-0.21365744267555342,119767691322.6212,105.14068006644985,93.43156180823914
1124578.6646081142,102966.79083393671,0.14824244778828125,173801635836.1893,104.51654314771406,89.80308772364745
1639658.2157202826,136056.9326053896,-0.054877823781566776,336411174524.9078,103.67218409734619,89.8951855042349
1431275.7852285812,103103.72471792981,-0.4015005748550908,225035949053.05728,104.38959263179981,94.15782964463378
1637441.0173264507,126235.55145841144,0.12087619905742036,364578207654.5855,104.73947351359891,89.2080597974356
2034247.4257942913,155025.4497984053,0.17286263699103202,570432129900.8186,105.32995177128123,87.59184913668818
1661437.8665242183,129976.52414994084,-0.13480770657150176,247891945657.15433,104.17134969202012,94.23508980257039
1248013.9364233199,119301.0139459667,0.18867105412499066,279120686459.91254,104.13672119956918,87.1980538956348
